,name,population
7512,Dodgeville,4652
7513,Bayou Vista,4652
7514,Montebello,4652
7515,Brookline,4650
7516,Ashland City,4649
7517,Jackson,4649
7518,Raymond,4649
7519,West Bay Shore,4648
7520,McMurray,4647
7521,Lely Resort,4646
7522,Rock Hill,4646
7523,Midway,4646
7524,Offutt Air Force Base,4644
7525,Columbia,4644
7526,Avalon,4642
7527,Erda,4642
7528,Jim Thorpe,4641
7529,Flemington,4641
7530,Amite,4640
7531,Smithville,4640
7532,Mount Ephraim,4639
7533,Ardsley,4638
7534,Hollis Center,4637
7535,Madisonville,4637
7536,Lemoyne,4636
7537,Fort Rucker,4636
7538,Elmwood,4635
7539,Palacios,4634
7540,Buffalo,4632
7541,Eldon,4632
7542,Manlius,4630
7543,Fountain Hill,4629
7544,Grandyle Village,4629
7545,Wamego,4627
7546,Centreville,4627
7547,Primera,4626
7548,Mineola,4625
7549,Pinehurst,4624
7550,Dallas,4622
7551,South Bound Brook,4622
7552,Galeville,4617
7553,Kaplan,4617
7554,McLoud,4615
7555,Westlake,4615
7556,Farmville,4613
7557,Forestbrook,4612
7558,Wayzata,4610
7559,Montgomery,4609
7560,Saint James,4605
7561,Sherman,4605
7562,Huber Ridge,4604
7563,Parker,4603
7564,Buena,4603
7565,Cherokee Village,4603
7566,Pittsburg,4602
7567,Hamilton,4602
7568,Dulles Town Center,4601
7569,Philomath,4599
7570,Hazardville,4599
7571,Shelbyville,4599
7572,Lexington,4598
7573,Foster,4598
7574,Humboldt,4596
7575,Kalāheo,4595
7576,Grant City,4594
7577,Marlow,4594
7578,Portola Valley,4594
7579,Cresaptown,4592
7580,Lake Darby,4592
7581,Barnwell,4592
7582,Seagate,4590
7583,Epsom,4590
7584,Chesterbrook,4589
7585,Addis,4589
7586,Jonesboro,4587
7587,Hawthorne,4586
7588,New Freedom,4585
7589,Planada,4584
7590,Negaunee,4582
7591,Nowthen,4582
7592,Pascoag,4577
7593,Swannanoa,4576
7594,East Palestine,4576
7595,Capitol Heights,4574
7596,Carrollton,4574
7597,Ellisville,4573
7598,Greenfield,4572
7599,Barnstead,4572
7600,Gibsonia,4571
7601,North Westport,4571
7602,Winfield,4570
7603,Ogallala,4570
7604,West York,4569
7605,Orangeburg,4568
7606,Cobleskill,4566
7607,South Barrington,4565
7608,Bremen,4565
7609,Winnfield,4565
7610,Bridgeport,4564
7611,Kittery,4562
7612,Hummelstown,4561
7613,Hebbronville,4558
7614,Hancock,4555
7615,Margaret,4554
7616,Beattystown,4554
7617,Phoenix,4553
7618,Point Pleasant Beach,4552
7619,Ludlow,4551
7620,Pupukea,4551
7621,Windom,4550
7622,Buckley,4550
7623,Dansville,4550
7624,Wiggins,4550
7625,Montoursville,4549
7626,Mattawa,4548
7627,Irvington,4548
7628,Edinburgh,4546
7629,Blackwood,4545
7630,Soldotna,4544
7631,Flourtown,4538
7632,Danville,4537
7633,Mount Vernon,4537
7634,Swartz,4536
7635,South Sanford,4536
7636,Guerneville,4534
7637,Russell,4534
7638,Wellsville,4533
7639,Haverhill,4532
7640,Wanamassa,4532
7641,Gibraltar,4531
7642,Sparks,4529
7643,Berlin,4529
7644,South Hill,4527
7645,Scott City,4526
7646,Wrightwood,4525
7647,East Petersburg,4525
7648,Nocatee,4524
7649,Nocatee,4524
7650,Whiteville,4523
7651,Montgomery,4523
7652,Avon,4521
7653,Church Point,4521
7654,Sergeant Bluff,4520
7655,Mullins,4519
7656,Chinle,4518
7657,Wenham,4518
7658,Hartwell,4514
7659,Del Monte Forest,4514
7660,Ridge Manor,4513
7661,Newton,4513
7662,Wahoo,4511
7663,Lost Creek,4509
7664,Breese,4506
7665,Massac,4505
7666,West Hazleton,4503
7667,Lee,4500
7668,Hollister,4499
7669,Whitmore Village,4499
7670,Georgetown,4497
7671,Mount Pleasant,4497
7672,Aurora,4496
7673,Ivanhoe,4495
7674,Jessup,4495
7675,Sullivan,4494
7676,Penn Estates,4493
7677,Nikiski,4493
7678,Unalaska,4491
7679,Reidland,4491
7680,Fayette,4490
7681,Highland,4489
7682,Rancho Calaveras,4489
7683,Selmer,4488
7684,Coldwater,4487
7685,East Greenbush,4487
7686,Mount Vernon,4486
7687,Beavercreek,4485
7688,Pittsfield,4485
7689,Fruitland Park,4483
7690,Waimānalo Beach,4481
7691,Haskell,4480
7692,Nashville,4479
7693,Ashdown,4479
7694,Littlestown,4478
7695,Mead,4476
7696,Oconto,4476
7697,North Laurel,4474
7698,Flanders,4472
7699,Battlement Mesa,4471
7700,Tice,4470
7701,Turners Falls,4470
7702,Middletown,4469
7703,Lebanon,4467
7704,Millinocket,4466
7705,Saukville,4463
7706,Paxton,4463
7707,Whitehouse,4462
7708,Tarentum,4462
7709,Franklin Center,4460
7710,Geneva,4460
7711,Valdese,4459
7712,North Sea,4458
7713,King George,4457
7714,Goodland,4457
7715,Hearne,4456
7716,Plymouth,4456
7717,Clintonville,4455
7718,Elberton,4453
7719,Quantico Station,4452
7720,Summerville,4452
7721,Horton,4450
7722,Beecher,4450
7723,Trentwood,4450
7724,Larksville,4448
7725,Georgetown,4447
7726,Ottawa Hills,4443
7727,Tuscola,4443
7728,Newport,4442
7729,Hinesburg,4441
7730,Baxley,4440
7731,Westville,4439
7732,Winona,4439
7733,Vilonia,4439
7734,Crestline,4438
7735,Hawaiian Ocean View,4437
7736,Lake San Marcos,4437
7737,Perryville,4437
7738,Bealeton,4435
7739,Osage Beach,4433
7740,Edgewood,4432
7741,Shingle Springs,4432
7742,Greendale,4431
7743,Jenkintown,4431
7744,Lawrenceville,4427
7745,Florence,4426
7746,Florence,4426
7747,Creedmoor,4425
7748,Oak Grove,4425
7749,Castle Hills,4424
7750,Jacksboro,4424
7751,Okauchee Lake,4422
7752,Tazewell,4421
7753,Beaver,4420
7754,Brookridge,4420
7755,Glassport,4420
7756,Sparta,4419
7757,Bayside,4419
7758,Moses Lake North,4418
7759,Santa Ynez,4418
7760,West Peoria,4418
7761,Silverthorne,4418
7762,Ellisburg,4413
7763,Sykesville,4412
7764,Littleton,4412
7765,Jefferson,4411
7766,Scottsville,4411
7767,Sainte Genevieve,4410
7768,Carmel Valley Village,4407
7769,Dorneyville,4406
7770,Orangetree,4406
7771,Carver Ranches,4406
7772,Ligonier,4405
7773,Prairie Heights,4405
7774,Candia,4405
7775,Denair,4404
7776,Scarborough,4403
7777,Millis-Clicquot,4403
7778,Lindstrom,4401
7779,Coopertown,4401
7780,Adamsville,4400
7781,Leisure Village,4400
7782,Hamburg,4398
7783,Ottawa,4398
7784,California,4396
7785,Greenville,4395
7786,Kanab,4394
7787,River Road,4394
7788,Coleman,4393
7789,Edwardsville,4390
7790,Daytona Beach Shores,4389
7791,Harrogate,4388
7792,Barrow,4384
7793,Suncoast Estates,4384
7794,Magnolia,4383
7795,Rogersville,4383
7796,Social Circle,4383
7797,Lincoln Village,4381
7798,Batesburg,4380
7799,Madeira Beach,4380
7800,Cherry Grove,4378
7801,Dutch Harbor,4376
7802,Black Diamond,4376
7803,Hyde Park,4375
7804,West Ocean City,4375
7805,Lyons,4375
7806,Mauston,4374
7807,Gardnertown,4373
7808,Indian Mountain Lake,4372
7809,Clearwater,4370
7810,Saint Bernard,4368
7811,Magee,4368
7812,San Diego,4368
7813,Dilworth,4366
7814,Florence,4363
7815,Mount Pleasant,4363
7816,Cochran,4363
7817,City Island,4362
7818,Viroqua,4362
7819,Buchanan,4362
7820,Maize,4362
7821,Lamar,4361
7822,South Haven,4359
7823,Hurstbourne,4359
7824,Rockford,4358
7825,Clarkson,4358
7826,Brookfield,4358
7827,Paxton,4357
7828,Benton,4357
7829,Sauk Centre,4357
7830,North Kansas City,4354
7831,Dawson,4353
7832,Parker,4352
7833,Tiptonville,4352
7834,Del Mar,4351
7835,Garwood,4351
7836,Coopersville,4351
7837,Chatsworth,4351
7838,Verdigris,4351
7839,Tinicum,4350
7840,Denton,4349
7841,Vandalia,4348
7842,Taylor Creek,4348
7843,Central Gardens,4347
7844,South Lebanon,4346
7845,Pinetop-Lakeside,4345
7846,Park Layne,4343
7847,Hampden,4343
7848,Hometown,4342
7849,Archbold,4341
7850,Camanche,4341
7851,Central Valley (historical),4340
7852,Saint Robert,4340
7853,Springville,4339
7854,Shelley,4339
7855,Redwood,4338
7856,Medford,4338
7857,Belton,4336
7858,Plains,4335
7859,Marshfield,4335
7860,Lopezville,4333
7861,Kings Park,4333
7862,Walkertown,4331
7863,Armonk,4330
7864,Cramerton,4328
7865,Cortland,4325
7866,Williamstown,4325
7867,Youngstown,4324
7868,Polk City,4323
7869,Dumas,4323
7870,American Falls,4321
7871,Anna,4321
7872,Whiteland,4320
7873,Stafford,4320
7874,Kingsville,4318
7875,Brownsville,4317
7876,Cockrell Hill,4316
7877,Deerfield,4315
7878,Stowe,4314
7879,Temple,4313
7880,Wolverine Lake,4312
7881,Carver,4311
7882,Sparta,4311
7883,Atlantic Highlands,4311
7884,Narberth,4309
7885,Edgartown,4306
7886,North Terre Haute,4305
7887,High Ridge,4305
7888,Groesbeck,4304
7889,Rutherford,4303
7890,Plain City,4302
7891,Hokes Bluff,4301
7892,Clay Center,4300
7893,Rockmart,4300
7894,Berryville,4300
7895,Magnolia,4298
7896,Osawatomie,4297
7897,Herricks,4295
7898,Pleasant View,4295
7899,East Troy,4295
7900,Austin,4295
7901,Monte Vista,4294
7902,West Wendover,4294
7903,Santa Venetia,4292
7904,La Joya,4291
7905,Hampton,4290
7906,Watertown,4289
7907,Le Roy,4288
7908,Farmington,4288
7909,Mountain Lakes,4288
7910,Caldwell,4283
7911,Hawaiian Beaches,4280
7912,Surfside Beach,4280
7913,West Jefferson,4279
7914,Jersey Shore,4279
7915,Emerald Lake Hills,4278
7916,Ford City,4278
7917,Point Pleasant,4276
7918,Slatington,4276
7919,Louisburg,4276
7920,Buhl,4275
7921,Heber,4275
7922,Jourdanton,4275
7923,Ellenton,4275
7924,Waverly,4274
7925,Falmouth,4274
7926,Tortolita,4274
7927,Riverdale,4273
7928,Sherborn,4273
7929,Royal Pines,4272
7930,Sharpsville,4271
7931,Bigfork,4270
7932,Phoenix Lake,4269
7933,China,4269
7934,Bradley Beach,4268
7935,Sebring,4266
7936,Waverly,4264
7937,Spindale,4263
7938,Bellville,4262
7939,Euharlee,4261
7940,Minersville,4258
7941,Santa Teresa,4258
7942,Paradise Hills,4256
7943,Prairie du Sac,4255
7944,Big Pine Key,4252
7945,Mitchell,4252
7946,Walhalla,4251
7947,Barrington Hills,4251
7948,Scottdale,4251
7949,Lyncourt,4250
7950,Paintsville,4249
7951,Wolfforth,4249
7952,Lonoke,4249
7953,Bristow,4248
7954,Blanchester,4246
7955,Adel,4245
7956,Grafton,4243
7957,Cortez,4241
7958,Freeburg,4241
7959,Cresco,4240
7960,Clarkdale,4240
7961,Egg Harbor City,4239
7962,Verona,4239
7963,Spotsylvania Courthouse,4239
7964,Greene,4238
7965,Mary Esther,4238
7966,Mojave,4238
7967,Lorane,4236
7968,Sunnyside,4235
7969,Lisbon,4234
7970,Honesdale,4233
7971,West Laurel,4230
7972,Cornwall,4226
7973,North Wilkesboro,4226
7974,University Gardens,4226
7975,Westville,4224
7976,Westover,4223
7977,Dilley,4223
7978,Cornelia,4223
7979,Ipswich,4222
7980,West Newbury,4221
7981,Bolton,4220
7982,Mattituck,4219
7983,Pendleton,4219
7984,Rumford,4218
7985,Slaughterville,4217
7986,Leisure Village East,4217
7987,South Greeley,4217
7988,Cotulla,4216
7989,Millsboro,4216
7990,Saint James,4216
7991,Pennside,4215
7992,Chariton,4214
7993,Bethlehem,4214
7994,Winchendon,4213
7995,West Milwaukee,4212
7996,Sellersville,4212
7997,Beaufort,4212
7998,Sparks,4211
7999,Dillon,4210
8000,Burnham,4210
8001,Prescott,4208
8002,Vassalboro,4208
8003,French Island,4207
8004,Rosemont,4206
8005,Mystic,4205
8006,Long Hill,4205
8007,Jefferson,4204
8008,Lochmoor Waterway Estates,4204
8009,Dyersville,4204
8010,University,4202
8011,Holmes Beach,4199
8012,Springville,4198
8013,Pittsboro,4198
8014,Falls City,4198
8015,East Merrimack,4197
8016,Comanche,4197
8017,Hazlehurst,4196
8018,Dimmitt,4195
8019,Mount Carmel,4195
8020,Centralia,4194
8021,Northwoods,4193
8022,Monongahela,4192
8023,University Park,4192
8024,West Bradenton,4192
8025,West Reading,4191
8026,Lindale,4191
8027,Canton,4190
8028,Ashville,4190
8029,Bellaire,4189
8030,Trent Woods,4189
8031,Sullivan City,4189
8032,Empire,4189
8033,Lake Wisconsin,4189
8034,Westway,4188
8035,Leland,4188
8036,Wauna,4186
8037,Alturas,4185
8038,Gang Mills,4185
8039,Gatlinburg,4184
8040,Pine Level,4183
8041,Salem,4183
8042,Rutherfordton,4182
8043,China Grove,4182
8044,Fayetteville,4180
8045,Reiffton,4178
8046,Oakwood,4178
8047,Cedarville,4177
8048,Avenue B and C,4176
8049,Broadmoor,4176
8050,Wadena,4176
8051,Hamilton,4176
8052,Clay Center,4173
8053,North East,4172
8054,Morgans Point Resort,4170
8055,Columbiana,4168
8056,Carlisle,4168
8057,Chester,4167
8058,Wayland,4166
8059,Ho-Ho-Kus,4165
8060,Aldan,4165
8061,Volo,4164
8062,Welcome,4162
8063,Bluffton,4161
8064,Armona,4156
8065,Indian River Shores,4156
8066,Jasper,4155
8067,Sullivan,4155
8068,Randleman,4153
8069,Rosebank,4152
8070,Taylor,4151
8071,Hau‘ula,4148
8072,Hooksett,4147
8073,Grant,4147
8074,Byram,4146
8075,Medford Lakes,4146
8076,Golden Triangle,4145
8077,Morrison,4145
8078,Fetters Hot Springs-Agua Caliente,4144
8079,Goodview,4144
8080,Marine City,4143
8081,East Hampton North,4142
8082,Pipestone,4141
8083,Suquamish,4140
8084,Hickory Creek,4139
8085,Breinigsville,4138
8086,South Chicago Heights,4138
8087,Newport,4136
8088,Lathrup Village,4135
8089,Liberty,4134
8090,Ely,4134
8091,Trenton,4134
8092,Pocomoke City,4133
8093,Isle of Palms,4133
8094,Shrewsbury,4131
8095,Broken Bow,4131
8096,Roselawn,4131
8097,Woodruff,4129
8098,Churchville,4128
8099,Forty Fort,4126
8100,Barnesville,4125
8101,Medina,4124
8102,Warminster Heights,4124
8103,Williamston,4124
8104,Kenmar,4124
8105,El Verano,4123
8106,Spackenkill,4123
8107,Malden,4121
8108,Peotone,4120
8109,Colorado City,4117
8110,Indian Rocks Beach,4113
8111,Vidalia,4112
8112,Metter,4111
8113,Bardonia,4108
8114,Reedsport,4107
8115,Whiteriver,4104
8116,Wolf Lake,4104
8117,San Carlos,4103
8118,Goulding,4102
8119,Smithville,4101
8120,Sinking Spring,4101
8121,Raynham Center,4100
8122,Nassau Bay,4100
8123,Burgaw,4100
8124,Cool,4100
8125,Lisbon Falls,4100
8126,Forestdale,4099
8127,Pecan Acres,4099
8128,Caro,4099
8129,Holtville,4096
8130,Kewaskum,4096
8131,Rockaway Point,4096
8132,Manchester,4095
8133,Cold Spring,4094
8134,Lake of the Woods,4094
8135,June Park,4094
8136,Eastwood,4093
8137,Pilot Point,4093
8138,Louisville,4092
8139,Butler,4091
8140,Dundee,4090
8141,Waverly,4090
8142,Haleyville,4088
8143,Rydal,4087
8144,Fleetwood,4085
8145,Assonet,4084
8146,Berne,4084
8147,Benton Heights,4084
8148,Fort Gibson,4083
8149,Hampstead,4083
8150,Weston,4082
8151,Ellenville,4081
8152,Bunche Park,4080
8153,Mount Olive,4079
8154,Lafayette,4078
8155,Boylston,4078
8156,Fulton,4077
8157,Riva,4076
8158,Fredericktown,4076
8159,Laurel,4075
8160,Boca Pointe,4073
8161,Senoia,4073
8162,Woodson Terrace,4072
8163,Argo,4071
8164,Livingston,4071
8165,Mahanoy City,4070
8166,East Windsor,4069
8167,Barboursville,4069
8168,Chalfont,4069
8169,Dexter,4067
8170,Bunkie,4066
8171,Oak View,4066
8172,Hallsville,4065
8173,Eldorado,4064
8174,Dwight,4063
8175,Cannon Falls,4062
8176,Arlington,4061
8177,Alfred,4061
8178,Elkin,4060
8179,Chelan,4060
8180,LaVerkin,4060
8181,Hudson,4058
8182,Grayson,4058
8183,Felton,4057
8184,Scandia,4057
8185,Grant-Valkaria,4056
8186,Algonac,4055
8187,Woodbridge,4055
8188,Fenton,4052
8189,Thomasville,4051
8190,Morgan,4049
8191,Boyertown,4046
8192,Caseyville,4045
8193,Waynesburg,4045
8194,Westborough,4045
8195,Rosedale,4044
8196,Greencastle,4043
8197,Gordon Heights,4042
8198,Kildeer,4040
8199,Selby-on-the-Bay,4040
8200,San Carlos,4038
8201,Rosewood Heights,4038
8202,Baden,4037
8203,Manning,4037
8204,Fremont,4036
8205,Buckingham,4036
8206,Pocola,4031
8207,Mosinee,4030
8208,Rigby,4029
8209,Brewerton,4029
8210,Baxter Springs,4028
8211,Citrus Park,4028
8212,Sissonville,4028
8213,Fordyce,4027
8214,Spencer,4027
8215,Highlands-Baywood Park,4027
8216,Westport,4026
8217,Wonder Lake,4026
8218,Madison,4026
8219,Garden City South,4024
8220,San Joaquin,4022
8221,Chagrin Falls,4021
8222,Level Green,4020
8223,Forest City,4018
8224,Orange,4018
8225,Wood Village,4017
8226,Dallastown,4017
8227,Saw Creek,4016
8228,Stilwell,4016
8229,Alvarado,4015
8230,Charleroi,4015
8231,Forsyth,4013
8232,Aumsville,4013
8233,Mount Plymouth,4011
8234,Crescent Springs,4010
8235,Bystrom,4008
8236,South Brooksville,4007
8237,Columbus,4007
8238,Niwot,4006
8239,Bloomfield Hills,4004
8240,Skyline View,4003
8241,New Lebanon,4001
8242,North Great River,4001
8243,Cross Plains,4000
8244,Le Sueur,3999
8245,Ridgeland,3999
8246,Menands,3998
8247,Rossville,3997
8248,Oakhurst,3995
8249,Rose Hill,3995
8250,The Meadows,3994
8251,Dundee,3994
8252,Akron,3993
8253,Montpelier,3993
8254,Belleair,3992
8255,Oaklyn,3992
8256,Shallotte,3991
8257,Greenfield,3991
8258,Otsego,3991
8259,Washington Park,3990
8260,Ball,3990
8261,Fort McKinley,3989
8262,Highgrove,3988
8263,Danielson,3987
8264,Woodbridge,3984
8265,Lawrence Park,3982
8266,Mullica Hill,3982
8267,Le Claire,3982
8268,Elmira Heights,3982
8269,Sheffield,3982
8270,Bonsall,3982
8271,Washington,3981
8272,Springfield,3979
8273,Hubbardston,3977
8274,Reminderville,3976
8275,Mulberry,3976
8276,Heritage Hills,3975
8277,Windber,3974
8278,Walthourville,3974
8279,Baldwin,3972
8280,Fairway,3970
8281,Hale‘iwa,3970
8282,Lafayette,3969
8283,Saint Joseph,3967
8284,Larned,3967
8285,Mount Hermon,3966
8286,Hugoton,3964
8287,Wallace,3964
8288,Castle Point,3962
8289,Throop,3960
8290,Gamewell,3957
8291,Fortville,3957
8292,Spurgeon,3957
8293,Bunker Hill Village,3957
8294,Highland Mills,3957
8295,Port Aransas,3955
8296,Village Shires,3949
8297,Lewisburg,3949
8298,Park Rapids,3947
8299,Warren,3945
8300,Williamstown,3943
8301,Country Lake Estates,3943
8302,Nottingham,3942
8303,Deer Park,3941
8304,Carroll Valley,3941
8305,Franklin,3940
8306,East Sandwich,3940
8307,Norton,3939
8308,Weaverville,3936
8309,Hephzibah,3936
8310,Woodmore,3936
8311,Monmouth,3935
8312,Herculaneum,3935
8313,Medina,3935
8314,West Columbia,3935
8315,Bellaire,3934
8316,Laguna Beach,3932
8317,Tri-City,3931
8318,Belfair,3931
8319,Centerville,3930
8320,Hardwick,3930
8321,Northwest Harwich,3929
8322,Wilmer,3928
8323,Marshall,3927
8324,Tabor City,3927
8325,Huntingdon,3926
8326,Highland Lakes,3926
8327,Hazlehurst,3924
8328,South Point,3924
8329,Mountain View,3924
8330,Madill,3923
8331,Portland,3923
8332,Dupo,3921
8333,Stock Island,3919
8334,McGehee,3919
8335,Union Springs,3919
8336,Chester,3918
8337,Lake of the Pines,3917
8338,Alexandria,3917
8339,Wilbraham,3915
8340,Lawrence Park,3915
8341,Boscawen,3911
8342,Hayfield,3909
8343,Park Hill,3909
8344,Whitesboro,3909
8345,Mogadore,3909
8346,Walton,3907
8347,Lowell,3906
8348,Marietta-Alderwood,3906
8349,Argyle,3905
8350,Presidio,3904
8351,Saugerties,3903
8352,Elba,3903
8353,Chalkville,3901
8354,Kensington Park,3901
8355,North Wildwood,3901
8356,Carmel-by-the-Sea,3897
8357,Ridgway,3896
8358,Beach Haven West,3896
8359,Millstadt,3896
8360,Chilton,3896
8361,Crane,3895
8362,Dewey-Humboldt,3894
8363,Friona,3894
8364,Mineral Ridge,3892
8365,Lolo,3892
8366,Basalt,3891
8367,Village Green,3891
8368,Montesano,3891
8369,Forest Oaks,3890
8370,Tarpey Village,3888
8371,Booneville,3888
8372,Citronelle,3887
8373,Nichols Hills,3887
8374,Lawrenceville,3887
8375,Swanton,3886
8376,Semmes,3886
8377,Carrollton,3886
8378,Kittanning,3885
8379,Farmington,3885
8380,Laureldale,3883
8381,Williamston,3883
8382,Bordentown,3882
8383,Meridian,3881
8384,Lower Grand Lagoon,3881
8385,Marshall,3880
8386,Camdenton,3880
8387,Belleville,3880
8388,Tyro,3879
8389,Northwood,3877
8390,Denver,3875
8391,Idyllwild-Pine Cove,3874
8392,Catskill,3874
8393,Pennsburg,3873
8394,Lake Erie Beach,3872
8395,Quitman,3871
8396,Valdez,3870
8397,Elroy,3869
8398,Madison,3868
8399,Brookville,3868
8400,Florence,3865
8401,Ashland,3865
8402,Lancaster,3864
8403,Cozad,3863
8404,Shrewsbury,3863
8405,Farmerville,3862
8406,Strafford,3862
8407,Treasure Lake,3861
8408,Charlotte,3861
8409,Waialua,3860
8410,Buzzards Bay,3859
8411,Irwin,3859
8412,Coquille,3858
8413,Indian Head,3857
8414,Southgate,3856
8415,Ovilla,3855
8416,Samoset,3854
8417,Wingate,3854
8418,Woodbourne,3851
8419,Longview Heights,3851
8420,Cottonwood,3850
8421,Garden Ridge,3850
8422,Valley Grande,3849
8423,Crittenden,3848
8424,Chattanooga Valley,3846
8425,Putnam Lake,3844
8426,Lonsdale,3843
8427,Arnold,3843
8428,Lakewood,3843
8429,Ravenswood,3843
8430,Deephaven,3843
8431,Sunderland,3843
8432,Leo-Cedarville,3842
8433,Highland Falls,3841
8434,Harbison Canyon,3841
8435,West Pleasant View,3840
8436,Salem Heights,3839
8437,Linden,3839
8438,Scott City,3838
8439,Bosque Farms,3838
8440,Green Oaks,3837
8441,Hanamā‘ulu,3835
8442,Lambertville,3833
8443,Acme,3833
8444,Cresco,3833
8445,Lincoln Heights,3831
8446,Richwood,3830
8447,Society Hill,3829
8448,Sewickley,3829
8449,Albia,3829
8450,Morada,3828
8451,Rocky Ford,3827
8452,Sherman,3827
8453,Olivarez,3827
8454,South Russell,3826
8455,Eastland,3825
8456,Monticello,3825
8457,Indian Head Park,3824
8458,Maytown,3824
8459,Desert Edge,3822
8460,Plainwell,3822
8461,Cayuga Heights,3822
8462,Newfane,3822
8463,North Hudson,3822
8464,Merchantville,3821
8465,Roosevelt Park,3821
8466,Ashburn,3820
8467,La Cienega,3819
8468,Rosita North,3818
8469,Port Monmouth,3818
8470,DeMotte,3814
8471,Hesston,3813
8472,Lawnton,3813
8473,Emmetsburg,3811
8474,Shrewsbury,3809
8475,Chesterfield Court House,3808
8476,Broadway,3807
8477,Bishop,3806
8478,Eden,3806
8479,Fairview,3806
8480,Nome,3806
8481,Edgewood,3805
8482,Greentown,3804
8483,Spring House,3804
8484,Lake Tansi,3803
8485,Sunset Beach,3801
8486,Thompson's Station,3801
8487,El Jebel,3801
8488,Hardin,3800
8489,Falmouth,3799
8490,Avalon,3799
8491,Lansford,3798
8492,Gouverneur,3797
8493,Golden Beach,3796
8494,Kings Beach,3796
8495,Wintersville,3795
8496,Newcomerstown,3794
8497,Yellow Springs,3793
8498,Hiram,3792
8499,Cisco,3791
8500,Carter Lake,3791
8501,Beloit,3790
8502,Wilburton,3790
8503,Lake Park,3789
8504,National Harbor,3788
8505,Jackson,3788
8506,Shannon Hills,3786
8507,Mills,3785
8508,Upland,3785
8509,Windsor,3785
8510,Blanding,3785
8511,Longbranch,3784
8512,Saint James City,3784
8513,Franklinton,3782
8514,Rockwell,3780
8515,Glenwood Landing,3779
8516,Rochester,3779
8517,Bryn Mawr,3779
8518,North Muskegon,3779
8519,Lancaster,3778
8520,Oak Bluffs,3778
8521,Broward Estates,3777
8522,Vienna,3777
8523,Boyne City,3776
8524,Evergreen,3774
8525,Chesterfield,3773
8526,Cleveland,3773
8527,Sweeny,3771
8528,Clyde,3771
8529,Todd Creek,3768
8530,Southern Shops,3767
8531,Carolina Shores,3767
8532,Ballinger,3767
8533,Marianna,3766
8534,Rochester,3765
8535,Metzger,3765
8536,Salton City,3763
8537,Jasper,3762
8538,Palmer Heights,3762
8539,Bagdad,3761
8540,Vine Hill,3761
8541,Thornwood,3759
8542,Deer Park,3759
8543,Moyock,3759
8544,Skippack,3758
8545,Sidney,3755
8546,Fruit Hill,3755
8547,Hopedale,3753
8548,Canton,3752
8549,Fairbury,3751
8550,Waialua,3751
8551,Coal Valley,3748
8552,Forks,3747
8553,Northchase,3747
8554,Collinsville,3746
8555,Venersborg,3745
8556,Northlake,3745
8557,Port Vue,3744
8558,Nowata,3743
8559,Turnersville,3742
8560,Calcutta,3742
8561,Independence,3741
8562,Waverly,3739
8563,Wadsworth,3739
8564,Gibbstown,3739
8565,Clifton Forge,3739
8566,West Pasco,3739
8567,Fremont,3738
8568,Jamestown,3737
8569,South Toms River,3736
8570,East Rockingham,3736
8571,Heritage Village,3736
8572,Owego,3736
8573,Waukon,3736
8574,Saint Charles,3735
8575,Metamora,3734
8576,Highland Beach,3729
8577,Frackville,3729
8578,West Liberty,3728
8579,West Point,3728
8580,Port Reading,3728
8581,Northumberland,3728
8582,Elim,3727
8583,Fort Shawnee,3726
8584,Algood,3725
8585,Lyons,3725
8586,Wheatland,3725
8587,North East,3723
8588,North El Monte,3723
8589,Pell Lake,3722
8590,Escatawpa,3722
8591,Boalsburg,3722
8592,Tierra Verde,3721
8593,Hudson,3721
8594,Burlington,3720
8595,Emerald Isle,3720
8596,White City,3719
8597,Kiel,3719
8598,Smithton,3719
8599,Sherwood,3719
8600,North Richmond,3717
8601,Placid Lakes,3716
8602,Lake Providence,3715
8603,Roebling,3715
8604,Charlotte Harbor,3714
8605,Bayport,3714
8606,Shadyside,3714
8607,Bethel,3713
8608,McGuire AFB,3710
8609,Oneida,3709
8610,Zelienople,3709
8611,Pelham,3708
8612,Honea Path,3707
8613,Dell Rapids,3706
8614,Hebron,3704
8615,Harrisburg,3704
8616,Umatilla,3702
8617,Richfield,3702
8618,Crawfordville,3702
8619,Dover,3702
8620,Tornado,3701
8621,Aurora,3701
8622,Loch Lomond,3701
8623,Ringgold,3700
8624,Severance,3697
8625,Shark River Hills,3697
8626,Stowe,3695
8627,Brittany Farms-Highlands,3695
8628,Granger,3695
8629,Odenville,3695
8630,Whitesboro,3694
8631,Rock Valley,3693
8632,Laureles,3692
8633,Key Center,3692
8634,Frederick,3692
8635,Harrington,3691
8636,Lloyd Harbor,3690
8637,Horicon,3689
8638,Holiday City South,3689
8639,Millvale,3689
8640,Parkesburg,3687
8641,Oracle,3686
8642,High Point,3686
8643,Pacheco,3685
8644,Clifton,3685
8645,Stanley,3685
8646,Fairview,3684
8647,Oakwood,3681
8648,Pemberwick,3680
8649,King City,3680
8650,Holden Heights,3679
8651,Minerva,3678
8652,Eastover,3677
8653,Norwood Young America,3677
8654,Stanford,3675
8655,Eveleth,3673
8656,Grand Bay,3672
8657,Marlboro Meadows,3672
8658,Dunean,3671
8659,Copperopolis,3671
8660,Cuthbert,3670
8661,Muttontown,3670
8662,Evergreen,3669
8663,Marlboro,3669
8664,Hainesville,3668
8665,Hohenwald,3667
